Play,Type,PlayerLinenumber,ActSceneLine,Player,PlayerLine
A Comedy of Errors,Comedy,66,5.1.240,OF EPHESUS,"I did obey, and sent my peasant home"
A Comedy of Errors,Comedy,66,5.1.241,OF EPHESUS,For certain ducats: he with none return'd
A Comedy of Errors,Comedy,66,5.1.242,OF EPHESUS,Then fairly I bespoke the officer
A Comedy of Errors,Comedy,66,5.1.243,OF EPHESUS,To go in person with me to my house.
A Comedy of Errors,Comedy,66,5.1.244,OF EPHESUS,By the way we met
A Comedy of Errors,Comedy,66,5.1.245,OF EPHESUS,"My wife, her sister, and a rabble more"
A Comedy of Errors,Comedy,66,5.1.246,OF EPHESUS,Of vile confederates. Along with them
A Comedy of Errors,Comedy,66,5.1.247,OF EPHESUS,"They brought one Pinch, a hungry lean-faced villain,"
A Comedy of Errors,Comedy,66,5.1.248,OF EPHESUS,"A mere anatomy, a mountebank,"
A Comedy of Errors,Comedy,66,5.1.249,OF EPHESUS,"A threadbare juggler and a fortune-teller,"
A Comedy of Errors,Comedy,66,5.1.250,OF EPHESUS,"A needy, hollow-eyed, sharp-looking wretch,"
A Comedy of Errors,Comedy,66,5.1.251,OF EPHESUS,"A dead-looking man: this pernicious slave,"
A Comedy of Errors,Comedy,66,5.1.252,OF EPHESUS,"Forsooth, took on him as a conjurer,"
A Comedy of Errors,Comedy,66,5.1.253,OF EPHESUS,"And, gazing in mine eyes, feeling my pulse,"
A Comedy of Errors,Comedy,66,5.1.254,OF EPHESUS,"And with no face, as 'twere, outfacing me,"
A Comedy of Errors,Comedy,66,5.1.255,OF EPHESUS,"Cries out, I was possess'd. Then all together"
A Comedy of Errors,Comedy,66,5.1.256,OF EPHESUS,"They fell upon me, bound me, bore me thence"
A Comedy of Errors,Comedy,66,5.1.257,OF EPHESUS,And in a dark and dankish vault at home
A Comedy of Errors,Comedy,66,5.1.258,OF EPHESUS,"There left me and my man, both bound together,"
A Comedy of Errors,Comedy,66,5.1.259,OF EPHESUS,"Till, gnawing with my teeth my bonds in sunder,"
A Comedy of Errors,Comedy,66,5.1.260,OF EPHESUS,"I gain'd my freedom, and immediately"
A Comedy of Errors,Comedy,66,5.1.261,OF EPHESUS,"Ran hither to your grace, whom I beseech"
A Comedy of Errors,Comedy,66,5.1.262,OF EPHESUS,To give me ample satisfaction
A Comedy of Errors,Comedy,66,5.1.263,OF EPHESUS,For these deep shames and great indignities.
A Comedy of Errors,Comedy,67,5.1.264,ANGELO,"My lord, in truth, thus far I witness with him,"
A Comedy of Errors,Comedy,67,5.1.265,ANGELO,"That he dined not at home, but was lock'd out."
A Comedy of Errors,Comedy,68,5.1.266,DUKE SOLINUS,But had he such a chain of thee or no?
A Comedy of Errors,Comedy,69,5.1.267,ANGELO,"He had, my lord: and when he ran in here,"
A Comedy of Errors,Comedy,69,5.1.268,ANGELO,These people saw the chain about his neck.
A Comedy of Errors,Comedy,70,5.1.269,Second Merchant,"Besides, I will be sworn these ears of mine"
A Comedy of Errors,Comedy,70,5.1.270,Second Merchant,Heard you confess you had the chain of him
A Comedy of Errors,Comedy,70,5.1.271,Second Merchant,After you first forswore it on the mart:
A Comedy of Errors,Comedy,70,5.1.272,Second Merchant,"And thereupon I drew my sword on you,"
A Comedy of Errors,Comedy,70,5.1.273,Second Merchant,"And then you fled into this abbey here,"
A Comedy of Errors,Comedy,70,5.1.274,Second Merchant,"From whence, I think, you are come by miracle."
A Comedy of Errors,Comedy,70,5.1.275,Second Merchant,ANTIPHOLUS
A Comedy of Errors,Comedy,71,5.1.276,OF EPHESUS,"I never came within these abbey-walls,"
A Comedy of Errors,Comedy,71,5.1.277,OF EPHESUS,Nor ever didst thou draw thy sword on me:
A Comedy of Errors,Comedy,71,5.1.278,OF EPHESUS,"I never saw the chain, so help me Heaven!"
A Comedy of Errors,Comedy,71,5.1.279,OF EPHESUS,And this is false you burden me withal.
A Comedy of Errors,Comedy,72,5.1.280,DUKE SOLINUS,"Why, what an intricate impeach is this!"
A Comedy of Errors,Comedy,72,5.1.281,DUKE SOLINUS,I think you all have drunk of Circe's cup.
A Comedy of Errors,Comedy,72,5.1.282,DUKE SOLINUS,"If here you housed him, here he would have been,"
A Comedy of Errors,Comedy,72,5.1.283,DUKE SOLINUS,"If he were mad, he would not plead so coldly:"
A Comedy of Errors,Comedy,72,5.1.284,DUKE SOLINUS,"You say he dined at home, the goldsmith here"
A Comedy of Errors,Comedy,72,5.1.285,DUKE SOLINUS,"Denies that saying. Sirrah, what say you?"
A Comedy of Errors,Comedy,73,5.1.286,DROMIO OF EPHESUS,"Sir, he dined with her there, at the Porpentine."
A Comedy of Errors,Comedy,74,5.1.287,Courtezan,"He did, and from my finger snatch'd that ring."
A Comedy of Errors,Comedy,74,5.1.288,Courtezan,ANTIPHOLUS
A Comedy of Errors,Comedy,75,5.1.289,OF EPHESUS,"'Tis true, my liege, this ring I had of her."
A Comedy of Errors,Comedy,76,5.1.290,DUKE SOLINUS,Saw'st thou him enter at the abbey here?
A Comedy of Errors,Comedy,77,5.1.291,Courtezan,"As sure, my liege, as I do see your grace."
A Comedy of Errors,Comedy,78,5.1.292,DUKE SOLINUS,"Why, this is strange. Go call the abbess hither."
A Comedy of Errors,Comedy,78,5.1.293,DUKE SOLINUS,I think you are all mated or stark mad.
A Comedy of Errors,Comedy,79,5.1.294,AEGEON,"Most mighty duke, vouchsafe me speak a word:"
A Comedy of Errors,Comedy,79,5.1.295,AEGEON,Haply I see a friend will save my life
A Comedy of Errors,Comedy,79,5.1.296,AEGEON,And pay the sum that may deliver me.
A Comedy of Errors,Comedy,80,5.1.297,DUKE SOLINUS,"Speak freely, Syracusian, what thou wilt."
A Comedy of Errors,Comedy,81,5.1.298,AEGEON,"Is not your name, sir, call'd Antipholus?"
A Comedy of Errors,Comedy,81,5.1.299,AEGEON,"And is not that your bondman, Dromio?"
A Comedy of Errors,Comedy,82,5.1.300,DROMIO OF EPHESUS,"Within this hour I was his bondman sir,"
A Comedy of Errors,Comedy,82,5.1.301,DROMIO OF EPHESUS,"But he, I thank him, gnaw'd in two my cords:"
A Comedy of Errors,Comedy,82,5.1.302,DROMIO OF EPHESUS,Now am I Dromio and his man unbound.
A Comedy of Errors,Comedy,83,5.1.303,AEGEON,I am sure you both of you remember me.
A Comedy of Errors,Comedy,84,5.1.304,DROMIO OF EPHESUS,"Ourselves we do remember, sir, by you,"
A Comedy of Errors,Comedy,84,5.1.305,DROMIO OF EPHESUS,"For lately we were bound, as you are now"
A Comedy of Errors,Comedy,84,5.1.306,DROMIO OF EPHESUS,"You are not Pinch's patient, are you, sir?"
A Comedy of Errors,Comedy,85,5.1.307,AEGEON,Why look you strange on me? you know me well.
A Comedy of Errors,Comedy,86,5.1.308,ANTIPHOLUS,I never saw you in my life till now.
A Comedy of Errors,Comedy,87,5.1.309,AEGEON,"O, grief hath changed me since you saw me last,"
A Comedy of Errors,Comedy,87,5.1.310,AEGEON,And careful hours with time's deformed hand
A Comedy of Errors,Comedy,87,5.1.311,AEGEON,Have written strange defeatures in my face:
A Comedy of Errors,Comedy,87,5.1.312,AEGEON,"But tell me yet, dost thou not know my voice?"
A Comedy of Errors,Comedy,87,5.1.313,AEGEON,ANTIPHOLUS
A Comedy of Errors,Comedy,88,5.1.314,OF EPHESUS,Neither.
A Comedy of Errors,Comedy,89,5.1.315,AEGEON,"Dromio, nor thou?"
A Comedy of Errors,Comedy,90,5.1.316,DROMIO OF EPHESUS,"No, trust me, sir, nor I."
A Comedy of Errors,Comedy,91,5.1.317,AEGEON,I am sure thou dost.
A Comedy of Errors,Comedy,92,5.1.318,DROMIO OF EPHESUS,"Ay, sir, but I am sure I do not, and whatsoever a"
A Comedy of Errors,Comedy,92,5.1.319,DROMIO OF EPHESUS,"man denies, you are now bound to believe him."
A Comedy of Errors,Comedy,93,5.1.320,AEGEON,"Not know my voice! O time's extremity,"
A Comedy of Errors,Comedy,93,5.1.321,AEGEON,Hast thou so crack'd and splitted my poor tongue
A Comedy of Errors,Comedy,93,5.1.322,AEGEON,"In seven short years, that here my only son"
A Comedy of Errors,Comedy,93,5.1.323,AEGEON,Knows not my feeble key of untuned cares?
A Comedy of Errors,Comedy,93,5.1.324,AEGEON,Though now this grained face of mine be hid
A Comedy of Errors,Comedy,93,5.1.325,AEGEON,"In sap-consuming winter's drizzled snow,"
A Comedy of Errors,Comedy,93,5.1.326,AEGEON,"And all the conduits of my blood froze up,"
A Comedy of Errors,Comedy,93,5.1.327,AEGEON,"Yet hath my night of life some memory,"
A Comedy of Errors,Comedy,93,5.1.328,AEGEON,"My wasting lamps some fading glimmer left,"
A Comedy of Errors,Comedy,93,5.1.329,AEGEON,My dull deaf ears a little use to hear:
A Comedy of Errors,Comedy,93,5.1.330,AEGEON,All these old witnesses--I cannot err--
A Comedy of Errors,Comedy,93,5.1.331,AEGEON,Tell me thou art my son Antipholus.
A Comedy of Errors,Comedy,93,5.1.332,AEGEON,ANTIPHOLUS
A Comedy of Errors,Comedy,94,5.1.333,OF EPHESUS,I never saw my father in my life.
A Comedy of Errors,Comedy,95,5.1.334,AEGEON,"But seven years since, in Syracusa, boy,"
A Comedy of Errors,Comedy,95,5.1.335,AEGEON,"Thou know'st we parted: but perhaps, my son,"
A Comedy of Errors,Comedy,95,5.1.336,AEGEON,Thou shamest to acknowledge me in misery.
A Comedy of Errors,Comedy,95,5.1.337,AEGEON,ANTIPHOLUS
A Comedy of Errors,Comedy,96,5.1.338,OF EPHESUS,The duke and all that know me in the city
A Comedy of Errors,Comedy,96,5.1.339,OF EPHESUS,Can witness with me that it is not so
A Comedy of Errors,Comedy,96,5.1.340,OF EPHESUS,I ne'er saw Syracusa in my life.
A Comedy of Errors,Comedy,97,5.1.341,DUKE SOLINUS,"I tell thee, Syracusian, twenty years"
A Comedy of Errors,Comedy,97,5.1.342,DUKE SOLINUS,"Have I been patron to Antipholus,"
A Comedy of Errors,Comedy,97,5.1.343,DUKE SOLINUS,During which time he ne'er saw Syracusa:
A Comedy of Errors,Comedy,97,5.1.344,DUKE SOLINUS,I see thy age and dangers make thee dote.
A Comedy of Errors,Comedy,98,5.1.345,AEMELIA,"Most mighty duke, behold a man much wrong'd."
A Comedy of Errors,Comedy,99,5.1.346,ADRIANA,"I see two husbands, or mine eyes deceive me."
A Comedy of Errors,Comedy,100,5.1.347,DUKE SOLINUS,"One of these men is Genius to the other,"
A Comedy of Errors,Comedy,100,5.1.348,DUKE SOLINUS,"And so of these. Which is the natural man,"
A Comedy of Errors,Comedy,100,5.1.349,DUKE SOLINUS,And which the spirit? who deciphers them?
A Comedy of Errors,Comedy,101,5.1.350,DROMIO OF SYRACUSE,"I, sir, am Dromio, command him away."
A Comedy of Errors,Comedy,102,5.1.351,DROMIO OF EPHESUS,"I, sir, am Dromio, pray, let me stay."
A Comedy of Errors,Comedy,102,5.1.352,DROMIO OF EPHESUS,ANTIPHOLUS
A Comedy of Errors,Comedy,103,5.1.353,OF SYRACUSE,AEgeon art thou not? or else his ghost?
A Comedy of Errors,Comedy,104,5.1.354,DROMIO OF SYRACUSE,"O, my old master! who hath bound him here?"
A Comedy of Errors,Comedy,105,5.1.355,AEMELIA,"Whoever bound him, I will loose his bonds"
A Comedy of Errors,Comedy,105,5.1.356,AEMELIA,And gain a husband by his liberty.
A Comedy of Errors,Comedy,105,5.1.357,AEMELIA,"Speak, old AEgeon, if thou be'st the man"
A Comedy of Errors,Comedy,105,5.1.358,AEMELIA,That hadst a wife once call'd AEmilia
A Comedy of Errors,Comedy,105,5.1.359,AEMELIA,That bore thee at a burden two fair sons:
A Comedy of Errors,Comedy,105,5.1.360,AEMELIA,"O, if thou be'st the same AEgeon, speak,"
A Comedy of Errors,Comedy,105,5.1.361,AEMELIA,And speak unto the same AEmilia!
A Comedy of Errors,Comedy,106,5.1.362,AEGEON,"If I dream not, thou art AEmilia:"
A Comedy of Errors,Comedy,106,5.1.363,AEGEON,"If thou art she, tell me where is that son"
A Comedy of Errors,Comedy,106,5.1.364,AEGEON,That floated with thee on the fatal raft?
A Comedy of Errors,Comedy,107,5.1.365,AEMELIA,By men of Epidamnum he and I
A Comedy of Errors,Comedy,107,5.1.366,AEMELIA,"And the twin Dromio all were taken up,"
A Comedy of Errors,Comedy,107,5.1.367,AEMELIA,But by and by rude fishermen of Corinth
A Comedy of Errors,Comedy,107,5.1.368,AEMELIA,By force took Dromio and my son from them
A Comedy of Errors,Comedy,107,5.1.369,AEMELIA,And me they left with those of Epidamnum.
A Comedy of Errors,Comedy,107,5.1.370,AEMELIA,What then became of them I cannot tell
A Comedy of Errors,Comedy,107,5.1.371,AEMELIA,I to this fortune that you see me in.
A Comedy of Errors,Comedy,108,5.1.372,DUKE SOLINUS,"Why, here begins his morning story right,"
A Comedy of Errors,Comedy,108,5.1.373,DUKE SOLINUS,"These two Antipholuses, these two so like,"
A Comedy of Errors,Comedy,108,5.1.374,DUKE SOLINUS,"And these two Dromios, one in semblance,--"
A Comedy of Errors,Comedy,108,5.1.375,DUKE SOLINUS,"Besides her urging of her wreck at sea,--"
A Comedy of Errors,Comedy,108,5.1.376,DUKE SOLINUS,"These are the parents to these children,"
A Comedy of Errors,Comedy,108,5.1.377,DUKE SOLINUS,Which accidentally are met together.
A Comedy of Errors,Comedy,108,5.1.378,DUKE SOLINUS,"Antipholus, thou camest from Corinth first?"
A Comedy of Errors,Comedy,108,5.1.379,DUKE SOLINUS,ANTIPHOLUS
A Comedy of Errors,Comedy,109,5.1.380,OF SYRACUSE,"No, sir, not I, I came from Syracuse."
A Comedy of Errors,Comedy,110,5.1.381,DUKE SOLINUS,"Stay, stand apart, I know not which is which."
A Comedy of Errors,Comedy,110,5.1.382,DUKE SOLINUS,ANTIPHOLUS
A Comedy of Errors,Comedy,111,5.1.383,OF EPHESUS,"I came from Corinth, my most gracious lord,--"
A Comedy of Errors,Comedy,112,5.1.384,DROMIO OF EPHESUS,And I with him.
A Comedy of Errors,Comedy,112,5.1.385,DROMIO OF EPHESUS,ANTIPHOLUS
A Comedy of Errors,Comedy,113,5.1.386,OF EPHESUS,"Brought to this town by that most famous warrior,"
A Comedy of Errors,Comedy,113,5.1.387,OF EPHESUS,"Duke Menaphon, your most renowned uncle."
A Comedy of Errors,Comedy,114,5.1.388,ADRIANA,Which of you two did dine with me to-day?
A Comedy of Errors,Comedy,114,5.1.389,ADRIANA,ANTIPHOLUS
A Comedy of Errors,Comedy,115,5.1.390,OF SYRACUSE,"I, gentle mistress."
A Comedy of Errors,Comedy,116,5.1.391,ADRIANA,And are not you my husband?
A Comedy of Errors,Comedy,116,5.1.392,ADRIANA,ANTIPHOLUS
A Comedy of Errors,Comedy,117,5.1.393,OF EPHESUS,"No, I say nay to that."
A Comedy of Errors,Comedy,117,5.1.394,OF EPHESUS,ANTIPHOLUS
A Comedy of Errors,Comedy,118,5.1.395,OF SYRACUSE,"And so do I, yet did she call me so:"
A Comedy of Errors,Comedy,118,5.1.396,OF SYRACUSE,"And this fair gentlewoman, her sister here,"
A Comedy of Errors,Comedy,118,5.1.397,OF SYRACUSE,Did call me brother.
A Comedy of Errors,Comedy,118,5.1.398,OF SYRACUSE,"What I told you then,"
A Comedy of Errors,Comedy,118,5.1.399,OF SYRACUSE,"I hope I shall have leisure to make good,"
A Comedy of Errors,Comedy,118,5.1.400,OF SYRACUSE,If this be not a dream I see and hear.
A Comedy of Errors,Comedy,119,5.1.401,ANGELO,"That is the chain, sir, which you had of me."
A Comedy of Errors,Comedy,119,5.1.402,ANGELO,ANTIPHOLUS
A Comedy of Errors,Comedy,120,5.1.403,OF SYRACUSE,"I think it be, sir, I deny it not."
A Comedy of Errors,Comedy,120,5.1.404,OF SYRACUSE,ANTIPHOLUS
A Comedy of Errors,Comedy,121,5.1.405,OF EPHESUS,"And you, sir, for this chain arrested me."
A Comedy of Errors,Comedy,122,5.1.406,ANGELO,"I think I did, sir, I deny it not."
A Comedy of Errors,Comedy,123,5.1.407,ADRIANA,"I sent you money, sir, to be your bail,"
A Comedy of Errors,Comedy,123,5.1.408,ADRIANA,"By Dromio, but I think he brought it not."
A Comedy of Errors,Comedy,124,5.1.409,DROMIO OF EPHESUS,"No, none by me."
A Comedy of Errors,Comedy,124,5.1.410,DROMIO OF EPHESUS,ANTIPHOLUS
A Comedy of Errors,Comedy,125,5.1.411,OF SYRACUSE,"This purse of ducats I received from you,"
A Comedy of Errors,Comedy,125,5.1.412,OF SYRACUSE,"And Dromio, my man, did bring them me."
A Comedy of Errors,Comedy,125,5.1.413,OF SYRACUSE,"I see we still did meet each other's man,"
A Comedy of Errors,Comedy,125,5.1.414,OF SYRACUSE,"And I was ta'en for him, and he for me,"
A Comedy of Errors,Comedy,125,5.1.415,OF SYRACUSE,And thereupon these errors are arose.
A Comedy of Errors,Comedy,125,5.1.416,OF SYRACUSE,ANTIPHOLUS
A Comedy of Errors,Comedy,126,5.1.417,OF EPHESUS,These ducats pawn I for my father here.
A Comedy of Errors,Comedy,127,5.1.418,DUKE SOLINUS,"It shall not need, thy father hath his life."
A Comedy of Errors,Comedy,128,5.1.419,Courtezan,"Sir, I must have that diamond from you."
A Comedy of Errors,Comedy,128,5.1.420,Courtezan,ANTIPHOLUS
A Comedy of Errors,Comedy,129,5.1.421,OF EPHESUS,"There, take it, and much thanks for my good cheer."
A Comedy of Errors,Comedy,130,5.1.422,AEMELIA,"Renowned duke, vouchsafe to take the pains"
A Comedy of Errors,Comedy,130,5.1.423,AEMELIA,To go with us into the abbey here
A Comedy of Errors,Comedy,130,5.1.424,AEMELIA,And hear at large discoursed all our fortunes:
A Comedy of Errors,Comedy,130,5.1.425,AEMELIA,"And all that are assembled in this place,"
A Comedy of Errors,Comedy,130,5.1.426,AEMELIA,That by this sympathized one day's error
A Comedy of Errors,Comedy,130,5.1.427,AEMELIA,"Have suffer'd wrong, go keep us company,"
A Comedy of Errors,Comedy,130,5.1.428,AEMELIA,And we shall make full satisfaction.
A Comedy of Errors,Comedy,130,5.1.429,AEMELIA,Thirty-three years have I but gone in travail
A Comedy of Errors,Comedy,130,5.1.430,AEMELIA,"Of you, my sons, and till this present hour"
A Comedy of Errors,Comedy,130,5.1.431,AEMELIA,My heavy burden ne'er delivered.
A Comedy of Errors,Comedy,130,5.1.432,AEMELIA,"The duke, my husband and my children both,"
A Comedy of Errors,Comedy,130,5.1.433,AEMELIA,"And you the calendars of their nativity,"
A Comedy of Errors,Comedy,130,5.1.434,AEMELIA,"Go to a gossips' feast and go with me,"
A Comedy of Errors,Comedy,130,5.1.435,AEMELIA,"After so long grief, such festivity!"
A Comedy of Errors,Comedy,131,5.1.436,DUKE SOLINUS,"With all my heart, I'll gossip at this feast."
A Comedy of Errors,Comedy,132,5.1.437,DROMIO OF SYRACUSE,"Master, shall I fetch your stuff from shipboard?"
A Comedy of Errors,Comedy,132,5.1.438,DROMIO OF SYRACUSE,ANTIPHOLUS
A Comedy of Errors,Comedy,133,5.1.439,OF EPHESUS,"Dromio, what stuff of mine hast thou embark'd?"
A Comedy of Errors,Comedy,134,5.1.440,DROMIO OF SYRACUSE,"Your goods that lay at host, sir, in the Centaur."
A Comedy of Errors,Comedy,134,5.1.441,DROMIO OF SYRACUSE,ANTIPHOLUS
A Comedy of Errors,Comedy,135,5.1.442,OF SYRACUSE,"He speaks to me. I am your master, Dromio:"
A Comedy of Errors,Comedy,135,5.1.443,OF SYRACUSE,"Come, go with us, we'll look to that anon:"
A Comedy of Errors,Comedy,135,5.1.444,OF SYRACUSE,"Embrace thy brother there, rejoice with him."
A Comedy of Errors,Comedy,136,5.1.445,DROMIO OF SYRACUSE,"There is a fat friend at your master's house,"
A Comedy of Errors,Comedy,136,5.1.446,DROMIO OF SYRACUSE,That kitchen'd me for you to-day at dinner:
A Comedy of Errors,Comedy,136,5.1.447,DROMIO OF SYRACUSE,"She now shall be my sister, not my wife."
A Comedy of Errors,Comedy,137,5.1.448,DROMIO OF EPHESUS,"Methinks you are my glass, and not my brother:"
A Comedy of Errors,Comedy,137,5.1.449,DROMIO OF EPHESUS,I see by you I am a sweet-faced youth.
A Comedy of Errors,Comedy,137,5.1.450,DROMIO OF EPHESUS,Will you walk in to see their gossiping?
A Comedy of Errors,Comedy,138,5.1.451,DROMIO OF SYRACUSE,"Not I, sir, you are my elder."
A Comedy of Errors,Comedy,139,5.1.452,DROMIO OF EPHESUS,That's a question: how shall we try it?
A Comedy of Errors,Comedy,140,5.1.453,DROMIO OF SYRACUSE,We'll draw cuts for the senior: till then lead thou first.
A Comedy of Errors,Comedy,141,5.1.454,DROMIO OF EPHESUS,"Nay, then, thus:"
A Comedy of Errors,Comedy,141,5.1.455,DROMIO OF EPHESUS,"We came into the world like brother and brother,"
A Comedy of Errors,Comedy,141,5.1.456,DROMIO OF EPHESUS,"And now let's go hand in hand, not one before another."
Cymbeline,Comedy,1,1.1.1,First Gentleman,You do not meet a man but frowns: our bloods
Cymbeline,Comedy,1,1.1.2,First Gentleman,No more obey the heavens than our courtiers
Cymbeline,Comedy,1,1.1.3,First Gentleman,Still seem as does the king.
Cymbeline,Comedy,2,1.1.4,Second Gentleman,But what's the matter?
Cymbeline,Comedy,3,1.1.5,First Gentleman,"His daughter, and the heir of's kingdom, whom"
Cymbeline,Comedy,3,1.1.6,First Gentleman,He purposed to his wife's sole son--a widow
Cymbeline,Comedy,3,1.1.7,First Gentleman,That late he married--hath referr'd herself
Cymbeline,Comedy,3,1.1.8,First Gentleman,"Unto a poor but worthy gentleman: she's wedded,"
Cymbeline,Comedy,3,1.1.9,First Gentleman,"Her husband banish'd, she imprison'd: all"
Cymbeline,Comedy,3,1.1.10,First Gentleman,"Is outward sorrow, though I think the king"
Cymbeline,Comedy,3,1.1.11,First Gentleman,Be touch'd at very heart.
Cymbeline,Comedy,4,1.1.12,Second Gentleman,None but the king?
Cymbeline,Comedy,5,1.1.13,First Gentleman,"He that hath lost her too, so is the queen,"
Cymbeline,Comedy,5,1.1.14,First Gentleman,"That most desired the match, but not a courtier,"
Cymbeline,Comedy,5,1.1.15,First Gentleman,Although they wear their faces to the bent
Cymbeline,Comedy,5,1.1.16,First Gentleman,"Of the king's look's, hath a heart that is not"
Cymbeline,Comedy,5,1.1.17,First Gentleman,Glad at the thing they scowl at.
Cymbeline,Comedy,6,1.1.18,Second Gentleman,And why so?
Cymbeline,Comedy,7,1.1.19,First Gentleman,He that hath miss'd the princess is a thing
Cymbeline,Comedy,7,1.1.20,First Gentleman,Too bad for bad report: and he that hath her--
Cymbeline,Comedy,7,1.1.21,First Gentleman,"I mean, that married her, alack, good man!"
Cymbeline,Comedy,7,1.1.22,First Gentleman,And therefore banish'd--is a creature such
Cymbeline,Comedy,7,1.1.23,First Gentleman,"As, to seek through the regions of the earth"
Cymbeline,Comedy,7,1.1.24,First Gentleman,"For one his like, there would be something failing"
Cymbeline,Comedy,7,1.1.25,First Gentleman,In him that should compare. I do not think
Cymbeline,Comedy,7,1.1.26,First Gentleman,So fair an outward and such stuff within
Cymbeline,Comedy,7,1.1.27,First Gentleman,Endows a man but he.
Cymbeline,Comedy,8,1.1.28,Second Gentleman,You speak him far.
Cymbeline,Comedy,9,1.1.29,First Gentleman,"I do extend him, sir, within himself,"
Cymbeline,Comedy,9,1.1.30,First Gentleman,Crush him together rather than unfold
Cymbeline,Comedy,9,1.1.31,First Gentleman,His measure duly.
Cymbeline,Comedy,10,1.1.32,Second Gentleman,What's his name and birth?
Cymbeline,Comedy,11,1.1.33,First Gentleman,I cannot delve him to the root: his father
Cymbeline,Comedy,11,1.1.34,First Gentleman,"Was call'd Sicilius, who did join his honour"
Cymbeline,Comedy,11,1.1.35,First Gentleman,"Against the Romans with Cassibelan,"
Cymbeline,Comedy,11,1.1.36,First Gentleman,But had his titles by Tenantius whom
Cymbeline,Comedy,11,1.1.37,First Gentleman,"He served with glory and admired success,"
Cymbeline,Comedy,11,1.1.38,First Gentleman,"So gain'd the sur-addition Leonatus,"
Cymbeline,Comedy,11,1.1.39,First Gentleman,"And had, besides this gentleman in question,"
Cymbeline,Comedy,11,1.1.40,First Gentleman,"Two other sons, who in the wars o' the time"
Cymbeline,Comedy,11,1.1.41,First Gentleman,"Died with their swords in hand, for which"
Cymbeline,Comedy,11,1.1.42,First Gentleman,"their father,"
Cymbeline,Comedy,11,1.1.43,First Gentleman,"Then old and fond of issue, took such sorrow"
Cymbeline,Comedy,11,1.1.44,First Gentleman,"That he quit being, and his gentle lady,"
Cymbeline,Comedy,11,1.1.45,First Gentleman,"Big of this gentleman our theme, deceased"
Cymbeline,Comedy,11,1.1.46,First Gentleman,As he was born. The king he takes the babe
Cymbeline,Comedy,11,1.1.47,First Gentleman,"To his protection, calls him Posthumus Leonatus,"
Cymbeline,Comedy,11,1.1.48,First Gentleman,"Breeds him and makes him of his bed-chamber,"
Cymbeline,Comedy,11,1.1.49,First Gentleman,Puts to him all the learnings that his time
Cymbeline,Comedy,11,1.1.50,First Gentleman,"Could make him the receiver of, which he took,"
Cymbeline,Comedy,11,1.1.51,First Gentleman,"As we do air, fast as 'twas minister'd,"
Cymbeline,Comedy,11,1.1.52,First Gentleman,"And in's spring became a harvest, lived in court--"
Cymbeline,Comedy,11,1.1.53,First Gentleman,"Which rare it is to do--most praised, most loved,"
Cymbeline,Comedy,11,1.1.54,First Gentleman,"A sample to the youngest, to the more mature"
Cymbeline,Comedy,11,1.1.55,First Gentleman,"A glass that feated them, and to the graver"
Cymbeline,Comedy,11,1.1.56,First Gentleman,"A child that guided dotards, to his mistress,"
Cymbeline,Comedy,11,1.1.57,First Gentleman,"For whom he now is banish'd, her own price"
Cymbeline,Comedy,11,1.1.58,First Gentleman,"Proclaims how she esteem'd him and his virtue,"
Cymbeline,Comedy,11,1.1.59,First Gentleman,By her election may be truly read
Cymbeline,Comedy,11,1.1.60,First Gentleman,What kind of man he is.
Cymbeline,Comedy,12,1.1.61,Second Gentleman,I honour him
Cymbeline,Comedy,12,1.1.62,Second Gentleman,"Even out of your report. But, pray you, tell me,"
Cymbeline,Comedy,12,1.1.63,Second Gentleman,Is she sole child to the king?
Cymbeline,Comedy,13,1.1.64,First Gentleman,His only child.
Cymbeline,Comedy,13,1.1.65,First Gentleman,"He had two sons: if this be worth your hearing,"
Cymbeline,Comedy,13,1.1.66,First Gentleman,"Mark it: the eldest of them at three years old,"
Cymbeline,Comedy,13,1.1.67,First Gentleman,"I' the swathing-clothes the other, from their nursery"
Cymbeline,Comedy,13,1.1.68,First Gentleman,"Were stol'n, and to this hour no guess in knowledge"
Cymbeline,Comedy,13,1.1.69,First Gentleman,Which way they went.
Cymbeline,Comedy,14,1.1.70,Second Gentleman,How long is this ago?
Cymbeline,Comedy,15,1.1.71,First Gentleman,Some twenty years.
Cymbeline,Comedy,16,1.1.72,Second Gentleman,"That a king's children should be so convey'd,"
Cymbeline,Comedy,16,1.1.73,Second Gentleman,"So slackly guarded, and the search so slow,"
Cymbeline,Comedy,16,1.1.74,Second Gentleman,That could not trace them!
Cymbeline,Comedy,17,1.1.75,First Gentleman,"Howsoe'er 'tis strange,"
Cymbeline,Comedy,17,1.1.76,First Gentleman,"Or that the negligence may well be laugh'd at,"
Cymbeline,Comedy,17,1.1.77,First Gentleman,"Yet is it true, sir."
Cymbeline,Comedy,18,1.1.78,Second Gentleman,I do well believe you.
Cymbeline,Comedy,19,1.1.79,First Gentleman,"We must forbear: here comes the gentleman,"
Cymbeline,Comedy,19,1.1.80,First Gentleman,"The queen, and princess."
Cymbeline,Comedy,20,1.1.81,QUEEN,"No, be assured you shall not find me, daughter,"
Cymbeline,Comedy,20,1.1.82,QUEEN,"After the slander of most stepmothers,"
Cymbeline,Comedy,20,1.1.83,QUEEN,"Evil-eyed unto you: you're my prisoner, but"
