Play,Type,PlayerLinenumber,ActSceneLine,Player,PlayerLine
Merry Wives of Windsor,Comedy,94,1.1.190,SIR HUGH EVANS,"description the matter to you, if you be capacity of it."
Merry Wives of Windsor,Comedy,95,1.1.191,SLENDER,"Nay, I will do as my cousin Shallow says: I pray"
Merry Wives of Windsor,Comedy,95,1.1.192,SLENDER,"you, pardon me, he's a justice of peace in his"
Merry Wives of Windsor,Comedy,95,1.1.193,SLENDER,"country, simple though I stand here."
Merry Wives of Windsor,Comedy,96,1.1.194,SIR HUGH EVANS,But that is not the question: the question is
Merry Wives of Windsor,Comedy,96,1.1.195,SIR HUGH EVANS,concerning your marriage.
Merry Wives of Windsor,Comedy,97,1.1.196,SHALLOW,"Ay, there's the point, sir."
Merry Wives of Windsor,Comedy,98,1.1.197,SIR HUGH EVANS,"Marry, is it, the very point of it, to Mistress Anne Page."
Merry Wives of Windsor,Comedy,99,1.1.198,SLENDER,"Why, if it be so, I will marry her upon any"
Merry Wives of Windsor,Comedy,99,1.1.199,SLENDER,reasonable demands.
Merry Wives of Windsor,Comedy,100,1.1.200,SIR HUGH EVANS,But can you affection the 'oman? Let us command to
Merry Wives of Windsor,Comedy,100,1.1.201,SIR HUGH EVANS,"know that of your mouth or of your lips, for divers"
Merry Wives of Windsor,Comedy,100,1.1.202,SIR HUGH EVANS,philosophers hold that the lips is parcel of the
Merry Wives of Windsor,Comedy,100,1.1.203,SIR HUGH EVANS,"mouth. Therefore, precisely, can you carry your"
Merry Wives of Windsor,Comedy,100,1.1.204,SIR HUGH EVANS,good will to the maid?
Merry Wives of Windsor,Comedy,101,1.1.205,SHALLOW,"Cousin Abraham Slender, can you love her?"
Merry Wives of Windsor,Comedy,102,1.1.206,SLENDER,"I hope, sir, I will do as it shall become one that"
Merry Wives of Windsor,Comedy,102,1.1.207,SLENDER,would do reason.
Merry Wives of Windsor,Comedy,103,1.1.208,SIR HUGH EVANS,"Nay, Got's lords and his ladies! you must speak"
Merry Wives of Windsor,Comedy,103,1.1.209,SIR HUGH EVANS,"possitable, if you can carry her your desires"
Merry Wives of Windsor,Comedy,103,1.1.210,SIR HUGH EVANS,towards her.
Merry Wives of Windsor,Comedy,104,1.1.211,SHALLOW,"That you must. Will you, upon good dowry, marry her?"
Merry Wives of Windsor,Comedy,105,1.1.212,SLENDER,"I will do a greater thing than that, upon your"
Merry Wives of Windsor,Comedy,105,1.1.213,SLENDER,"request, cousin, in any reason."
Merry Wives of Windsor,Comedy,106,1.1.214,SHALLOW,"Nay, conceive me, conceive me, sweet coz: what I do"
Merry Wives of Windsor,Comedy,106,1.1.215,SHALLOW,"is to pleasure you, coz. Can you love the maid?"
Merry Wives of Windsor,Comedy,107,1.1.216,SLENDER,"I will marry her, sir, at your request: but if there"
Merry Wives of Windsor,Comedy,107,1.1.217,SLENDER,"be no great love in the beginning, yet heaven may"
Merry Wives of Windsor,Comedy,107,1.1.218,SLENDER,"decrease it upon better acquaintance, when we are"
Merry Wives of Windsor,Comedy,107,1.1.219,SLENDER,"married and have more occasion to know one another,"
Merry Wives of Windsor,Comedy,107,1.1.220,SLENDER,"I hope, upon familiarity will grow more contempt:"
Merry Wives of Windsor,Comedy,107,1.1.221,SLENDER,"but if you say, 'Marry her,' I will marry her, that"
Merry Wives of Windsor,Comedy,107,1.1.222,SLENDER,"I am freely dissolved, and dissolutely."
Merry Wives of Windsor,Comedy,108,1.1.223,SIR HUGH EVANS,"It is a fery discretion answer, save the fall is in"
Merry Wives of Windsor,Comedy,108,1.1.224,SIR HUGH EVANS,"the ort 'dissolutely:' the ort is, according to our"
Merry Wives of Windsor,Comedy,108,1.1.225,SIR HUGH EVANS,"meaning, 'resolutely:' his meaning is good."
Merry Wives of Windsor,Comedy,109,1.1.226,SHALLOW,"Ay, I think my cousin meant well."
Merry Wives of Windsor,Comedy,110,1.1.227,SLENDER,"Ay, or else I would I might be hanged, la!"
Merry Wives of Windsor,Comedy,111,1.1.228,SHALLOW,Here comes fair Mistress Anne.
Merry Wives of Windsor,Comedy,111,1.1.229,SHALLOW,"Would I were young for your sake, Mistress Anne!"
Merry Wives of Windsor,Comedy,112,1.1.230,ANNE PAGE,"The dinner is on the table, my father desires your"
Merry Wives of Windsor,Comedy,112,1.1.231,ANNE PAGE,worships' company.
Merry Wives of Windsor,Comedy,113,1.1.232,SHALLOW,"I will wait on him, fair Mistress Anne."
Merry Wives of Windsor,Comedy,114,1.1.233,SIR HUGH EVANS,Od's plessed will! I will not be absence at the grace.
Merry Wives of Windsor,Comedy,115,1.1.234,ANNE PAGE,"Will't please your worship to come in, sir?"
Merry Wives of Windsor,Comedy,116,1.1.235,SLENDER,"No, I thank you, forsooth, heartily, I am very well."
Merry Wives of Windsor,Comedy,117,1.1.236,ANNE PAGE,"The dinner attends you, sir."
Merry Wives of Windsor,Comedy,118,1.1.237,SLENDER,"I am not a-hungry, I thank you, forsooth. Go,"
Merry Wives of Windsor,Comedy,118,1.1.238,SLENDER,"sirrah, for all you are my man, go wait upon my"
Merry Wives of Windsor,Comedy,118,1.1.239,SLENDER,cousin Shallow.
Merry Wives of Windsor,Comedy,118,1.1.240,SLENDER,A justice of peace sometimes may be beholding to his
Merry Wives of Windsor,Comedy,118,1.1.241,SLENDER,friend for a man. I keep but three men and a boy
Merry Wives of Windsor,Comedy,118,1.1.242,SLENDER,"yet, till my mother be dead: but what though? Yet I"
Merry Wives of Windsor,Comedy,118,1.1.243,SLENDER,live like a poor gentleman born.
Merry Wives of Windsor,Comedy,119,1.1.244,ANNE PAGE,I may not go in without your worship: they will not
Merry Wives of Windsor,Comedy,119,1.1.245,ANNE PAGE,sit till you come.
Merry Wives of Windsor,Comedy,120,1.1.246,SLENDER,"I' faith, I'll eat nothing, I thank you as much as"
Merry Wives of Windsor,Comedy,120,1.1.247,SLENDER,though I did.
Merry Wives of Windsor,Comedy,121,1.1.248,ANNE PAGE,"I pray you, sir, walk in."
Merry Wives of Windsor,Comedy,122,1.1.249,SLENDER,"I had rather walk here, I thank you. I bruised"
Merry Wives of Windsor,Comedy,122,1.1.250,SLENDER,my shin th' other day with playing at sword and
Merry Wives of Windsor,Comedy,122,1.1.251,SLENDER,"dagger with a master of fence, three veneys for a"
Merry Wives of Windsor,Comedy,122,1.1.252,SLENDER,"dish of stewed prunes, and, by my troth, I cannot"
Merry Wives of Windsor,Comedy,122,1.1.253,SLENDER,abide the smell of hot meat since. Why do your
Merry Wives of Windsor,Comedy,122,1.1.254,SLENDER,dogs bark so? be there bears i' the town?
Merry Wives of Windsor,Comedy,123,1.1.255,ANNE PAGE,"I think there are, sir, I heard them talked of."
Merry Wives of Windsor,Comedy,124,1.1.256,SLENDER,I love the sport well but I shall as soon quarrel at
Merry Wives of Windsor,Comedy,124,1.1.257,SLENDER,"it as any man in England. You are afraid, if you see"
Merry Wives of Windsor,Comedy,124,1.1.258,SLENDER,"the bear loose, are you not?"
Merry Wives of Windsor,Comedy,125,1.1.259,ANNE PAGE,"Ay, indeed, sir."
Merry Wives of Windsor,Comedy,126,1.1.260,SLENDER,"That's meat and drink to me, now. I have seen"
Merry Wives of Windsor,Comedy,126,1.1.261,SLENDER,"Sackerson loose twenty times, and have taken him by"
Merry Wives of Windsor,Comedy,126,1.1.262,SLENDER,"the chain, but, I warrant you, the women have so"
Merry Wives of Windsor,Comedy,126,1.1.263,SLENDER,"cried and shrieked at it, that it passed: but women,"
Merry Wives of Windsor,Comedy,126,1.1.264,SLENDER,"indeed, cannot abide 'em, they are very ill-favored"
Merry Wives of Windsor,Comedy,126,1.1.265,SLENDER,rough things.
Merry Wives of Windsor,Comedy,127,1.1.266,PAGE,"Come, gentle Master Slender, come, we stay for you."
Merry Wives of Windsor,Comedy,128,1.1.267,SLENDER,"I'll eat nothing, I thank you, sir."
Merry Wives of Windsor,Comedy,129,1.1.268,PAGE,"By cock and pie, you shall not choose, sir! come, come."
Merry Wives of Windsor,Comedy,130,1.1.269,SLENDER,"Nay, pray you, lead the way."
Merry Wives of Windsor,Comedy,131,1.1.270,PAGE,"Come on, sir."
Merry Wives of Windsor,Comedy,132,1.1.271,SLENDER,"Mistress Anne, yourself shall go first."
Merry Wives of Windsor,Comedy,133,1.1.272,ANNE PAGE,"Not I, sir, pray you, keep on."
Merry Wives of Windsor,Comedy,134,1.1.273,SLENDER,I'll rather be unmannerly than troublesome.
Merry Wives of Windsor,Comedy,134,1.1.274,SLENDER,"You do yourself wrong, indeed, la!"
Merry Wives of Windsor,Comedy,1,1.2.1,SIR HUGH EVANS,"Go your ways, and ask of Doctor Caius' house which"
Merry Wives of Windsor,Comedy,1,1.2.2,SIR HUGH EVANS,"is the way: and there dwells one Mistress Quickly,"
Merry Wives of Windsor,Comedy,1,1.2.3,SIR HUGH EVANS,"which is in the manner of his nurse, or his dry"
Merry Wives of Windsor,Comedy,1,1.2.4,SIR HUGH EVANS,"nurse, or his cook, or his laundry, his washer, and"
Merry Wives of Windsor,Comedy,1,1.2.5,SIR HUGH EVANS,his wringer.
Merry Wives of Windsor,Comedy,2,1.2.6,SIMPLE,"Well, sir."
Merry Wives of Windsor,Comedy,3,1.2.7,SIR HUGH EVANS,"Nay, it is petter yet. Give her this letter, for it"
Merry Wives of Windsor,Comedy,3,1.2.8,SIR HUGH EVANS,is a 'oman that altogether's acquaintance with
Merry Wives of Windsor,Comedy,3,1.2.9,SIR HUGH EVANS,"Mistress Anne Page: and the letter is, to desire"
Merry Wives of Windsor,Comedy,3,1.2.10,SIR HUGH EVANS,and require her to solicit your master's desires to
Merry Wives of Windsor,Comedy,3,1.2.11,SIR HUGH EVANS,"Mistress Anne Page. I pray you, be gone: I will"
Merry Wives of Windsor,Comedy,3,1.2.12,SIR HUGH EVANS,"make an end of my dinner, there's pippins and cheese to come."
Merry Wives of Windsor,Comedy,1,1.3.1,FALSTAFF,Mine host of the Garter!
Merry Wives of Windsor,Comedy,2,1.3.2,Host,What says my bully-rook? speak scholarly and wisely.
Merry Wives of Windsor,Comedy,3,1.3.3,FALSTAFF,"Truly, mine host, I must turn away some of my"
Merry Wives of Windsor,Comedy,3,1.3.4,FALSTAFF,followers.
Merry Wives of Windsor,Comedy,4,1.3.5,Host,"Discard, bully Hercules, cashier: let them wag, trot, trot."
Merry Wives of Windsor,Comedy,5,1.3.6,FALSTAFF,I sit at ten pounds a week.
Merry Wives of Windsor,Comedy,6,1.3.7,Host,"Thou'rt an emperor, Caesar, Keisar, and Pheezar. I"
Merry Wives of Windsor,Comedy,6,1.3.8,Host,"will entertain Bardolph, he shall draw, he shall"
Merry Wives of Windsor,Comedy,6,1.3.9,Host,"tap: said I well, bully Hector?"
Merry Wives of Windsor,Comedy,7,1.3.10,FALSTAFF,"Do so, good mine host."
Merry Wives of Windsor,Comedy,8,1.3.11,Host,"I have spoke, let him follow."
Merry Wives of Windsor,Comedy,8,1.3.12,Host,"Let me see thee froth and lime: I am at a word, follow."
Merry Wives of Windsor,Comedy,9,1.3.13,FALSTAFF,"Bardolph, follow him. A tapster is a good trade:"
Merry Wives of Windsor,Comedy,9,1.3.14,FALSTAFF,"an old cloak makes a new jerkin, a withered"
Merry Wives of Windsor,Comedy,9,1.3.15,FALSTAFF,"serving-man a fresh tapster. Go, adieu."
Merry Wives of Windsor,Comedy,10,1.3.16,BARDOLPH,It is a life that I have desired: I will thrive.
Merry Wives of Windsor,Comedy,11,1.3.17,PISTOL,O base Hungarian wight! wilt thou the spigot wield?
Merry Wives of Windsor,Comedy,12,1.3.18,NYM,He was gotten in drink: is not the humour conceited?
Merry Wives of Windsor,Comedy,13,1.3.19,FALSTAFF,I am glad I am so acquit of this tinderbox: his
Merry Wives of Windsor,Comedy,13,1.3.20,FALSTAFF,"thefts were too open, his filching was like an"
Merry Wives of Windsor,Comedy,13,1.3.21,FALSTAFF,"unskilful singer, he kept not time."
Merry Wives of Windsor,Comedy,14,1.3.22,NYM,The good humour is to steal at a minute's rest.
Merry Wives of Windsor,Comedy,15,1.3.23,PISTOL,"'Convey,' the wise it call. 'Steal!' foh! a fico"
Merry Wives of Windsor,Comedy,15,1.3.24,PISTOL,for the phrase!
Merry Wives of Windsor,Comedy,16,1.3.25,FALSTAFF,"Well, sirs, I am almost out at heels."
Merry Wives of Windsor,Comedy,17,1.3.26,PISTOL,"Why, then, let kibes ensue."
Merry Wives of Windsor,Comedy,18,1.3.27,FALSTAFF,"There is no remedy, I must cony-catch, I must shift."
Merry Wives of Windsor,Comedy,19,1.3.28,PISTOL,Young ravens must have food.
Merry Wives of Windsor,Comedy,20,1.3.29,FALSTAFF,Which of you know Ford of this town?
Merry Wives of Windsor,Comedy,21,1.3.30,PISTOL,I ken the wight: he is of substance good.
Merry Wives of Windsor,Comedy,22,1.3.31,FALSTAFF,"My honest lads, I will tell you what I am about."
Merry Wives of Windsor,Comedy,23,1.3.32,PISTOL,"Two yards, and more."
Merry Wives of Windsor,Comedy,24,1.3.33,FALSTAFF,"No quips now, Pistol! Indeed, I am in the waist two"
Merry Wives of Windsor,Comedy,24,1.3.34,FALSTAFF,"yards about, but I am now about no waste, I am about"
Merry Wives of Windsor,Comedy,24,1.3.35,FALSTAFF,"thrift. Briefly, I do mean to make love to Ford's"
Merry Wives of Windsor,Comedy,24,1.3.36,FALSTAFF,"wife: I spy entertainment in her, she discourses,"
Merry Wives of Windsor,Comedy,24,1.3.37,FALSTAFF,"she carves, she gives the leer of invitation: I"
Merry Wives of Windsor,Comedy,24,1.3.38,FALSTAFF,"can construe the action of her familiar style, and"
Merry Wives of Windsor,Comedy,24,1.3.39,FALSTAFF,"the hardest voice of her behavior, to be Englished"
Merry Wives of Windsor,Comedy,24,1.3.40,FALSTAFF,"rightly, is, 'I am Sir John Falstaff's.'"
Merry Wives of Windsor,Comedy,25,1.3.41,PISTOL,"He hath studied her will, and translated her will,"
Merry Wives of Windsor,Comedy,25,1.3.42,PISTOL,out of honesty into English.
Merry Wives of Windsor,Comedy,26,1.3.43,NYM,The anchor is deep: will that humour pass?
Merry Wives of Windsor,Comedy,27,1.3.44,FALSTAFF,"Now, the report goes she has all the rule of her"
Merry Wives of Windsor,Comedy,27,1.3.45,FALSTAFF,husband's purse: he hath a legion of angels.
Merry Wives of Windsor,Comedy,28,1.3.46,PISTOL,"As many devils entertain, and 'To her, boy,' say I."
Merry Wives of Windsor,Comedy,29,1.3.47,NYM,"The humour rises, it is good: humour me the angels."
Merry Wives of Windsor,Comedy,30,1.3.48,FALSTAFF,I have writ me here a letter to her: and here
Merry Wives of Windsor,Comedy,30,1.3.49,FALSTAFF,"another to Page's wife, who even now gave me good"
Merry Wives of Windsor,Comedy,30,1.3.50,FALSTAFF,"eyes too, examined my parts with most judicious"
Merry Wives of Windsor,Comedy,30,1.3.51,FALSTAFF,"oeillades, sometimes the beam of her view gilded my"
Merry Wives of Windsor,Comedy,30,1.3.52,FALSTAFF,"foot, sometimes my portly belly."
Merry Wives of Windsor,Comedy,31,1.3.53,PISTOL,Then did the sun on dunghill shine.
Merry Wives of Windsor,Comedy,32,1.3.54,NYM,I thank thee for that humour.
Merry Wives of Windsor,Comedy,33,1.3.55,FALSTAFF,"O, she did so course o'er my exteriors with such a"
Merry Wives of Windsor,Comedy,33,1.3.56,FALSTAFF,"greedy intention, that the appetite of her eye did"
Merry Wives of Windsor,Comedy,33,1.3.57,FALSTAFF,seem to scorch me up like a burning-glass! Here's
Merry Wives of Windsor,Comedy,33,1.3.58,FALSTAFF,"another letter to her: she bears the purse too, she"
Merry Wives of Windsor,Comedy,33,1.3.59,FALSTAFF,"is a region in Guiana, all gold and bounty. I will"
Merry Wives of Windsor,Comedy,33,1.3.60,FALSTAFF,"be cheater to them both, and they shall be"
Merry Wives of Windsor,Comedy,33,1.3.61,FALSTAFF,"exchequers to me, they shall be my East and West"
Merry Wives of Windsor,Comedy,33,1.3.62,FALSTAFF,"Indies, and I will trade to them both. Go bear thou"
Merry Wives of Windsor,Comedy,33,1.3.63,FALSTAFF,"this letter to Mistress Page, and thou this to"
Merry Wives of Windsor,Comedy,33,1.3.64,FALSTAFF,"Mistress Ford: we will thrive, lads, we will thrive."
Merry Wives of Windsor,Comedy,34,1.3.65,PISTOL,"Shall I Sir Pandarus of Troy become,"
Merry Wives of Windsor,Comedy,34,1.3.66,PISTOL,"And by my side wear steel? then, Lucifer take all!"
Merry Wives of Windsor,Comedy,35,1.3.67,NYM,"I will run no base humour: here, take the"
Merry Wives of Windsor,Comedy,35,1.3.68,NYM,humour-letter: I will keep the havior of reputation.
Merry Wives of Windsor,Comedy,36,1.3.69,FALSTAFF,"[To ROBIN]  Hold, sirrah, bear you these letters tightly,"
Merry Wives of Windsor,Comedy,36,1.3.70,FALSTAFF,Sail like my pinnace to these golden shores.
Merry Wives of Windsor,Comedy,36,1.3.71,FALSTAFF,"Rogues, hence, avaunt! vanish like hailstones, go,"
Merry Wives of Windsor,Comedy,36,1.3.72,FALSTAFF,"Trudge, plod away o' the hoof, seek shelter, pack!"
Merry Wives of Windsor,Comedy,36,1.3.73,FALSTAFF,"Falstaff will learn the humour of the age,"
Merry Wives of Windsor,Comedy,36,1.3.74,FALSTAFF,"French thrift, you rogues, myself and skirted page."
Merry Wives of Windsor,Comedy,37,1.3.75,PISTOL,"Let vultures gripe thy guts! for gourd and fullam holds,"
Merry Wives of Windsor,Comedy,37,1.3.76,PISTOL,And high and low beguiles the rich and poor:
Merry Wives of Windsor,Comedy,37,1.3.77,PISTOL,"Tester I'll have in pouch when thou shalt lack,"
Merry Wives of Windsor,Comedy,37,1.3.78,PISTOL,Base Phrygian Turk!
Merry Wives of Windsor,Comedy,38,1.3.79,NYM,I have operations which be humours of revenge.
Merry Wives of Windsor,Comedy,39,1.3.80,PISTOL,Wilt thou revenge?
Merry Wives of Windsor,Comedy,40,1.3.81,NYM,By welkin and her star!
Merry Wives of Windsor,Comedy,41,1.3.82,PISTOL,With wit or steel?
Merry Wives of Windsor,Comedy,42,1.3.83,NYM,"With both the humours, I:"
Merry Wives of Windsor,Comedy,42,1.3.84,NYM,I will discuss the humour of this love to Page.
Merry Wives of Windsor,Comedy,43,1.3.85,PISTOL,And I to Ford shall eke unfold
Merry Wives of Windsor,Comedy,43,1.3.86,PISTOL,"How Falstaff, varlet vile,"
Merry Wives of Windsor,Comedy,43,1.3.87,PISTOL,"His dove will prove, his gold will hold,"
Merry Wives of Windsor,Comedy,43,1.3.88,PISTOL,And his soft couch defile.
Merry Wives of Windsor,Comedy,44,1.3.89,NYM,My humour shall not cool: I will incense Page to
Merry Wives of Windsor,Comedy,44,1.3.90,NYM,"deal with poison, I will possess him with"
Merry Wives of Windsor,Comedy,44,1.3.91,NYM,"yellowness, for the revolt of mine is dangerous:"
Merry Wives of Windsor,Comedy,44,1.3.92,NYM,that is my true humour.
Merry Wives of Windsor,Comedy,45,1.3.93,PISTOL,"Thou art the Mars of malecontents: I second thee, troop on."
Merry Wives of Windsor,Comedy,1,1.4.1,MISTRESS QUICKLY,"What, John Rugby! I pray thee, go to the casement,"
Merry Wives of Windsor,Comedy,1,1.4.2,MISTRESS QUICKLY,"and see if you can see my master, Master Doctor"
Merry Wives of Windsor,Comedy,1,1.4.3,MISTRESS QUICKLY,"Caius, coming. If he do, i' faith, and find any"
Merry Wives of Windsor,Comedy,1,1.4.4,MISTRESS QUICKLY,"body in the house, here will be an old abusing of"
Merry Wives of Windsor,Comedy,1,1.4.5,MISTRESS QUICKLY,God's patience and the king's English.
Merry Wives of Windsor,Comedy,2,1.4.6,RUGBY,I'll go watch.
Merry Wives of Windsor,Comedy,3,1.4.7,MISTRESS QUICKLY,"Go, and we'll have a posset for't soon at night, in"
Merry Wives of Windsor,Comedy,3,1.4.8,MISTRESS QUICKLY,"faith, at the latter end of a sea-coal fire."
Merry Wives of Windsor,Comedy,3,1.4.9,MISTRESS QUICKLY,"An honest, willing, kind fellow, as ever servant"
Merry Wives of Windsor,Comedy,3,1.4.10,MISTRESS QUICKLY,"shall come in house withal, and, I warrant you, no"
Merry Wives of Windsor,Comedy,3,1.4.11,MISTRESS QUICKLY,"tell-tale nor no breed-bate: his worst fault is,"
Merry Wives of Windsor,Comedy,3,1.4.12,MISTRESS QUICKLY,"that he is given to prayer, he is something peevish"
Merry Wives of Windsor,Comedy,3,1.4.13,MISTRESS QUICKLY,"that way: but nobody but has his fault, but let"
Merry Wives of Windsor,Comedy,3,1.4.14,MISTRESS QUICKLY,"that pass. Peter Simple, you say your name is?"
Merry Wives of Windsor,Comedy,4,1.4.15,SIMPLE,"Ay, for fault of a better."
Merry Wives of Windsor,Comedy,5,1.4.16,MISTRESS QUICKLY,And Master Slender's your master?
Merry Wives of Windsor,Comedy,6,1.4.17,SIMPLE,"Ay, forsooth."
Merry Wives of Windsor,Comedy,7,1.4.18,MISTRESS QUICKLY,"Does he not wear a great round beard, like a"
Merry Wives of Windsor,Comedy,7,1.4.19,MISTRESS QUICKLY,glover's paring-knife?
Merry Wives of Windsor,Comedy,8,1.4.20,SIMPLE,"No, forsooth: he hath but a little wee face, with a"
Merry Wives of Windsor,Comedy,8,1.4.21,SIMPLE,"little yellow beard, a Cain-coloured beard."
Merry Wives of Windsor,Comedy,9,1.4.22,MISTRESS QUICKLY,"A softly-sprighted man, is he not?"
Merry Wives of Windsor,Comedy,10,1.4.23,SIMPLE,"Ay, forsooth: but he is as tall a man of his hands"
Merry Wives of Windsor,Comedy,10,1.4.24,SIMPLE,"as any is between this and his head, he hath fought"
Merry Wives of Windsor,Comedy,10,1.4.25,SIMPLE,with a warrener.
Merry Wives of Windsor,Comedy,11,1.4.26,MISTRESS QUICKLY,"How say you? O, I should remember him: does he not"
Merry Wives of Windsor,Comedy,11,1.4.27,MISTRESS QUICKLY,"hold up his head, as it were, and strut in his gait?"
Merry Wives of Windsor,Comedy,12,1.4.28,SIMPLE,"Yes, indeed, does he."
Merry Wives of Windsor,Comedy,13,1.4.29,MISTRESS QUICKLY,"Well, heaven send Anne Page no worse fortune! Tell"
Merry Wives of Windsor,Comedy,13,1.4.30,MISTRESS QUICKLY,Master Parson Evans I will do what I can for your
Merry Wives of Windsor,Comedy,13,1.4.31,MISTRESS QUICKLY,"master: Anne is a good girl, and I wish--"
Merry Wives of Windsor,Comedy,14,1.4.32,RUGBY,"Out, alas! here comes my master."
Merry Wives of Windsor,Comedy,15,1.4.33,MISTRESS QUICKLY,"We shall all be shent. Run in here, good young man,"
Merry Wives of Windsor,Comedy,15,1.4.34,MISTRESS QUICKLY,go into this closet: he will not stay long.
Merry Wives of Windsor,Comedy,15,1.4.35,MISTRESS QUICKLY,"What, John Rugby! John! what, John, I say!"
Merry Wives of Windsor,Comedy,15,1.4.36,MISTRESS QUICKLY,"Go, John, go inquire for my master, I doubt"
Merry Wives of Windsor,Comedy,15,1.4.37,MISTRESS QUICKLY,"he be not well, that he comes not home."
Merry Wives of Windsor,Comedy,15,1.4.38,MISTRESS QUICKLY,"And down, down, adown-a,  and c."
Merry Wives of Windsor,Comedy,16,1.4.39,DOCTOR CAIUS,"Vat is you sing? I do not like des toys. Pray you,"
Merry Wives of Windsor,Comedy,16,1.4.40,DOCTOR CAIUS,"go and vetch me in my closet un boitier vert, a box,"
Merry Wives of Windsor,Comedy,16,1.4.41,DOCTOR CAIUS,a green-a box: do intend vat I speak? a green-a box.
Merry Wives of Windsor,Comedy,17,1.4.42,MISTRESS QUICKLY,"Ay, forsooth, I'll fetch it you."
Merry Wives of Windsor,Comedy,17,1.4.43,MISTRESS QUICKLY,I am glad he went not in himself: if he had found
Merry Wives of Windsor,Comedy,17,1.4.44,MISTRESS QUICKLY,"the young man, he would have been horn-mad."
Merry Wives of Windsor,Comedy,18,1.4.45,DOCTOR CAIUS,"Fe, fe, fe, fe! ma foi, il fait fort chaud. Je"
Merry Wives of Windsor,Comedy,18,1.4.46,DOCTOR CAIUS,m'en vais a la cour--la grande affaire.
Merry Wives of Windsor,Comedy,19,1.4.47,MISTRESS QUICKLY,"Is it this, sir?"
Merry Wives of Windsor,Comedy,20,1.4.48,DOCTOR CAIUS,"Oui, mette le au mon pocket: depeche, quickly. Vere"
Merry Wives of Windsor,Comedy,20,1.4.49,DOCTOR CAIUS,is dat knave Rugby?
Merry Wives of Windsor,Comedy,21,1.4.50,MISTRESS QUICKLY,"What, John Rugby! John!"
Merry Wives of Windsor,Comedy,22,1.4.51,RUGBY,"Here, sir!"
Merry Wives of Windsor,Comedy,23,1.4.52,DOCTOR CAIUS,"You are John Rugby, and you are Jack Rugby. Come,"
Merry Wives of Windsor,Comedy,23,1.4.53,DOCTOR CAIUS,"take-a your rapier, and come after my heel to the court."
Merry Wives of Windsor,Comedy,24,1.4.54,RUGBY,"'Tis ready, sir, here in the porch."
Merry Wives of Windsor,Comedy,25,1.4.55,DOCTOR CAIUS,"By my trot, I tarry too long. Od's me!"
Merry Wives of Windsor,Comedy,25,1.4.56,DOCTOR CAIUS,"Qu'ai-j'oublie! dere is some simples in my closet,"
Merry Wives of Windsor,Comedy,25,1.4.57,DOCTOR CAIUS,dat I vill not for the varld I shall leave behind.
Merry Wives of Windsor,Comedy,26,1.4.58,MISTRESS QUICKLY,"Ay me, he'll find the young man here, and be mad!"
Merry Wives of Windsor,Comedy,27,1.4.59,DOCTOR CAIUS,"O diable, diable! vat is in my closet? Villain! larron!"
Merry Wives of Windsor,Comedy,27,1.4.60,DOCTOR CAIUS,"Rugby, my rapier!"
Merry Wives of Windsor,Comedy,28,1.4.61,MISTRESS QUICKLY,"Good master, be content."
Merry Wives of Windsor,Comedy,29,1.4.62,DOCTOR CAIUS,Wherefore shall I be content-a?
Merry Wives of Windsor,Comedy,30,1.4.63,MISTRESS QUICKLY,The young man is an honest man.
Merry Wives of Windsor,Comedy,31,1.4.64,DOCTOR CAIUS,What shall de honest man do in my closet? dere is
Merry Wives of Windsor,Comedy,31,1.4.65,DOCTOR CAIUS,no honest man dat shall come in my closet.
Merry Wives of Windsor,Comedy,32,1.4.66,MISTRESS QUICKLY,"I beseech you, be not so phlegmatic. Hear the truth"
Merry Wives of Windsor,Comedy,32,1.4.67,MISTRESS QUICKLY,of it: he came of an errand to me from Parson Hugh.
Merry Wives of Windsor,Comedy,33,1.4.68,DOCTOR CAIUS,Vell.
Merry Wives of Windsor,Comedy,34,1.4.69,SIMPLE,"Ay, forsooth, to desire her to--"
Merry Wives of Windsor,Comedy,35,1.4.70,MISTRESS QUICKLY,"Peace, I pray you."
Merry Wives of Windsor,Comedy,36,1.4.71,DOCTOR CAIUS,Peace-a your tongue. Speak-a your tale.
Merry Wives of Windsor,Comedy,37,1.4.72,SIMPLE,"To desire this honest gentlewoman, your maid, to"
Merry Wives of Windsor,Comedy,37,1.4.73,SIMPLE,speak a good word to Mistress Anne Page for my
Merry Wives of Windsor,Comedy,37,1.4.74,SIMPLE,master in the way of marriage.
Merry Wives of Windsor,Comedy,38,1.4.75,MISTRESS QUICKLY,"This is all, indeed, la! but I'll ne'er put my"
Merry Wives of Windsor,Comedy,38,1.4.76,MISTRESS QUICKLY,"finger in the fire, and need not."
Merry Wives of Windsor,Comedy,39,1.4.77,DOCTOR CAIUS,"Sir Hugh send-a you? Rugby, baille me some paper."
Merry Wives of Windsor,Comedy,39,1.4.78,DOCTOR CAIUS,Tarry you a little-a while.
Merry Wives of Windsor,Comedy,40,1.4.79,MISTRESS QUICKLY,[Aside to SIMPLE]  I am glad he is so quiet: if he
Merry Wives of Windsor,Comedy,40,1.4.80,MISTRESS QUICKLY,"had been thoroughly moved, you should have heard him"
Merry Wives of Windsor,Comedy,40,1.4.81,MISTRESS QUICKLY,"so loud and so melancholy. But notwithstanding,"
Merry Wives of Windsor,Comedy,40,1.4.82,MISTRESS QUICKLY,"man, I'll do you your master what good I can: and"
